id,value
id_200,25.33840861491687
id_201,25.968399229753285
id_202,65.00108069892481
id_203,9.659890800589054
id_204,9.187820760237354
id_205,11.027707695365045
id_206,7.129404790973259
id_207,1.4764207075819245
id_208,123.9031763169029
id_209,21.0718603289798
id_210,16.11675867687988
id_211,12.989483989664652
id_212,36.72520151176816
id_213,35.79583075673791
id_214,19.117926291732008
id_215,34.87672109649564
id_216,78.73125442109003
id_217,0.9686681738352756
id_218,12.600360561079176
id_219,31.17713696361297
id_220,15.064009576026091
id_221,13.386264271950713
id_222,113.54280487130926
id_223,13.172800349679305
id_224,16.311052270334027
id_225,63.775433077893496
id_226,16.22385880103602
id_227,17.93966507869461
id_228,9.559835325461128
id_229,3.1995944099989533
id_230,46.91011564952795
id_231,12.742965124395791
id_232,53.8069781360241
id_233,42.43779357847104
id_234,25.60242664381328
id_235,41.045968568097884
id_236,68.71661624454094
id_237,41.442107747999785
id_238,11.465545908619609
id_239,18.523206149986322
